id,created_at,passed,failure_reason,failure_message,face_score,face_score_percent,face_score_threshold,started_at,completed_at,duration_ms,summary_bucket,summary_path,summary_bytes,summary_width,summary_height,occlusion_check,platform,app_version,device_model,camera_resolution,face_check_enabled,hand_check_enabled,test_case,tester_name
e78e9131-aeba-453f-adad-ec4f21a2938f,2026-04-24 11:56:12.303366+00,False,eyeOccluded,ตรวจพบวัตถุบังดวงตา กรุณาเอาออก,0.925039,92.5039,0.7,2026-04-24 11:55:58.567667+00,2026-04-24 11:56:11.646295+00,13079,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/e78e9131-aeba-453f-adad-ec4f21a2938f.png,180252,480,640,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 640, ""rotation_degrees"": 0}, ""result"": ""eyeOccluded"", ""eye_occlusion"": {""left"": {""score"": 0.6258871748050026, ""std_dev"": 8.856369329094946, ""lum_ratio"": 0.18862384738593937, ""saturation"": 22.65}, ""right"": {""score"": 0.8762820512820513, ""std_dev"": 5.855930808310126, ""lum_ratio"": 0.14259413146772393, ""saturation"": 14.96923076923077}, ""enabled"": true, ""occluded"": true, ""evaluated"": true, ""combined_score"": 0.8762820512820513, ""reference_luminance"": 166.44130864197535}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.9250386953353882], ""best_score"": 0.9250386953353882, ""faces_detected"": 1, ""best_score_percent"": 92.5}, ""hand_landmarker"": {""hands"": [], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 0}}",ios,1.0.0+1,"iPhone14,6",,True,True,6. แว่นดำ,son-dd
e2e43a31-3f18-44c8-9b35-94421dac7cea,2026-04-24 11:56:19.56288+00,False,handOccluding,ตรวจพบมือใน frame กรุณาเอามือออกจากกล้อง,0.900431,90.0431,0.7,2026-04-24 11:55:57.091025+00,2026-04-24 11:56:03.29265+00,6202,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/e2e43a31-3f18-44c8-9b35-94421dac7cea.png,469298,480,720,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 720, ""rotation_degrees"": 0}, ""result"": ""handOccluding"", ""eye_occlusion"": {""enabled"": true, ""evaluated"": false}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.9004305005073547], ""best_score"": 0.9004305005073547, ""faces_detected"": 1, ""best_score_percent"": 90}, ""hand_landmarker"": {""hands"": [{""confidence"": 0.9929561614990234, ""handedness"": ""left""}], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 1}}",android,1.0.0+1,SM-A305F,,True,True,2. ปิดปาก,BOOKqa
9e2c43c6-9cc6-4c10-935a-ee807912960b,2026-04-24 11:56:38.196444+00,False,eyeOccluded,ตรวจพบวัตถุบังดวงตา กรุณาเอาออก,0.832,83.2,0.7,2026-04-24 11:56:11.299907+00,2026-04-24 11:56:36.70615+00,25406,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/9e2c43c6-9cc6-4c10-935a-ee807912960b.png,329454,480,720,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 720, ""rotation_degrees"": 0}, ""result"": ""eyeOccluded"", ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.8319997191429138], ""best_score"": 0.8319997191429138, ""faces_detected"": 1, ""best_score_percent"": 83.2}, ""hand_landmarker"": {""hands"": [], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 0}}",android,1.0.0+1,CTR-L81,,True,True,10. ปิดหน้าด้านล่างโดยไม่ใช้มือ (ปาก+จมูก),kook-dev
2cc0e612-359c-49ca-89d6-f8cc9e159109,2026-04-24 11:56:38.828987+00,True,,,0.756932,75.6932,0.7,2026-04-24 11:56:23.228272+00,2026-04-24 11:56:37.631551+00,14403,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/2cc0e612-359c-49ca-89d6-f8cc9e159109.png,266511,480,640,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 640, ""rotation_degrees"": 0}, ""result"": ""passed"", ""eye_occlusion"": {""left"": {""score"": 0.3333333333333333, ""std_dev"": 34.17275646742002, ""lum_ratio"": 0.2919529133932935, ""saturation"": 26.444444444444443}, ""right"": {""score"": 0.3333333333333333, ""std_dev"": 34.023659156558374, ""lum_ratio"": 0.27099756982069834, ""saturation"": 33.7171052631579}, ""enabled"": true, ""occluded"": false, ""evaluated"": true, ""combined_score"": 0.3333333333333333, ""reference_luminance"": 212.40625510204103}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.7569316029548645], ""best_score"": 0.7569316029548645, ""faces_detected"": 1, ""best_score_percent"": 75.7}, ""hand_landmarker"": {""hands"": [], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 0}}",android,1.0.0+1,V2310,,True,True,10. ปิดหน้าด้านล่างโดยไม่ใช้มือ (ปาก+จมูก),Pack-QA
4f42d456-dad3-44d8-b4fd-a6abacecd7ac,2026-04-24 11:56:44.109706+00,False,handOccluding,ตรวจพบมือใน frame กรุณาเอามือออกจากกล้อง,0.845104,84.5104,0.7,2026-04-24 11:56:31.205985+00,2026-04-24 11:56:39.164997+00,7959,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/4f42d456-dad3-44d8-b4fd-a6abacecd7ac.png,462014,480,720,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 720, ""rotation_degrees"": 0}, ""result"": ""handOccluding"", ""eye_occlusion"": {""enabled"": true, ""evaluated"": false}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.8451038599014282], ""best_score"": 0.8451038599014282, ""faces_detected"": 1, ""best_score_percent"": 84.5}, ""hand_landmarker"": {""hands"": [{""confidence"": 0.9968750476837158, ""handedness"": ""left""}], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 1}}",android,1.0.0+1,SM-A305F,,True,True,3. ปิดปาก+ปิดจมูก,BOOKqa
ef5bcc0d-10fb-4c8f-9634-f0337553be5a,2026-04-24 11:56:56.84708+00,False,eyeOccluded,ตรวจพบวัตถุบังดวงตา กรุณาเอาออก,0.874234,87.4234,0.7,2026-04-24 11:56:41.939342+00,2026-04-24 11:56:55.747605+00,13808,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/ef5bcc0d-10fb-4c8f-9634-f0337553be5a.png,228812,480,640,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 640, ""rotation_degrees"": 0}, ""result"": ""eyeOccluded"", ""eye_occlusion"": {""left"": {""score"": 0.5028195488721804, ""std_dev"": 27.19672469406153, ""lum_ratio"": 0.25469739606139763, ""saturation"": 15.93233082706767}, ""right"": {""score"": 0.3333333333333333, ""std_dev"": 32.25782157006059, ""lum_ratio"": 0.2552345060302143, ""saturation"": 23.87142857142857}, ""enabled"": true, ""occluded"": true, ""evaluated"": true, ""combined_score"": 0.5028195488721804, ""reference_luminance"": 193.50218934911248}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.874233603477478], ""best_score"": 0.874233603477478, ""faces_detected"": 1, ""best_score_percent"": 87.4}, ""hand_landmarker"": {""hands"": [], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 0}}",android,1.0.0+1,V2310,,True,True,10. ปิดหน้าด้านล่างโดยไม่ใช้มือ (ปาก+จมูก),Pack-QA
8ff753ef-8219-44b3-8095-7c115af08144,2026-04-24 11:57:02.780933+00,False,handOccluding,ตรวจพบมือใน frame กรุณาเอามือออกจากกล้อง,0.873155,87.3155,0.7,2026-04-24 11:56:43.984789+00,2026-04-24 11:56:57.199986+00,13215,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/8ff753ef-8219-44b3-8095-7c115af08144.png,455396,480,720,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 720, ""rotation_degrees"": 0}, ""result"": ""handOccluding"", ""eye_occlusion"": {""enabled"": true, ""evaluated"": false}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.8731549978256226], ""best_score"": 0.8731549978256226, ""faces_detected"": 1, ""best_score_percent"": 87.3}, ""hand_landmarker"": {""hands"": [{""confidence"": 0.9910551905632019, ""handedness"": ""left""}], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 1}}",android,1.0.0+1,SM-A305F,,True,True,3. ปิดปาก+ปิดจมูก,BOOKqa
7dc73be4-6947-40fa-a7f1-06459e0dfd98,2026-04-24 11:57:07.806819+00,True,,,0.859237,85.9237,0.7,2026-04-24 11:56:58.649548+00,2026-04-24 11:57:06.817842+00,8168,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/7dc73be4-6947-40fa-a7f1-06459e0dfd98.png,235104,480,640,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 640, ""rotation_degrees"": 0}, ""result"": ""passed"", ""eye_occlusion"": {""left"": {""score"": 0.3333333333333333, ""std_dev"": 31.939204899464873, ""lum_ratio"": 0.2881175543025018, ""saturation"": 21.2625}, ""right"": {""score"": 0.3333333333333333, ""std_dev"": 26.564646145117493, ""lum_ratio"": 0.24138127851738098, ""saturation"": 29.292857142857144}, ""enabled"": true, ""occluded"": false, ""evaluated"": true, ""combined_score"": 0.3333333333333333, ""reference_luminance"": 218.36555621301721}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.8592368960380554], ""best_score"": 0.8592368960380554, ""faces_detected"": 1, ""best_score_percent"": 85.9}, ""hand_landmarker"": {""hands"": [], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 0}}",android,1.0.0+1,V2310,,True,True,10. ปิดหน้าด้านล่างโดยไม่ใช้มือ (ปาก+จมูก),Pack-QA
8a74db97-c2eb-49ca-bab6-7fe5ab7dd975,2026-04-24 11:57:13.183607+00,False,handOccluding,ตรวจพบมือใน frame กรุณาเอามือออกจากกล้อง,0.878024,87.8024,0.7,2026-04-24 11:57:03.509121+00,2026-04-24 11:57:09.431382+00,5922,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/8a74db97-c2eb-49ca-bab6-7fe5ab7dd975.png,448101,480,720,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 720, ""rotation_degrees"": 0}, ""result"": ""handOccluding"", ""eye_occlusion"": {""enabled"": true, ""evaluated"": false}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.8780239820480347], ""best_score"": 0.8780239820480347, ""faces_detected"": 1, ""best_score_percent"": 87.8}, ""hand_landmarker"": {""hands"": [{""confidence"": 0.9908321499824524, ""handedness"": ""right""}], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 1}}",android,1.0.0+1,SM-A305F,,True,True,3. ปิดปาก+ปิดจมูก,BOOKqa
899eac83-02e3-4676-b9f2-ad31b233aaf0,2026-04-24 11:57:29.037288+00,False,handOccluding,ตรวจพบมือใน frame กรุณาเอามือออกจากกล้อง,0.937007,93.7007,0.7,2026-04-24 11:57:14.638948+00,2026-04-24 11:57:23.473437+00,8834,liveness-summaries,https://iiyqzqlrbckdxdpjnyth.supabase.co/storage/v1/object/public/liveness-summaries/summaries/899eac83-02e3-4676-b9f2-ad31b233aaf0.png,377012,480,720,"{""ran"": true, ""frame"": {""width"": 480, ""height"": 720, ""rotation_degrees"": 0}, ""result"": ""handOccluding"", ""eye_occlusion"": {""enabled"": true, ""evaluated"": false}, ""face_detector"": {""enabled"": true, ""threshold"": 0.7, ""all_scores"": [0.9370067119598389], ""best_score"": 0.9370067119598389, ""faces_detected"": 1, ""best_score_percent"": 93.7}, ""hand_landmarker"": {""hands"": [{""confidence"": 0.9905164837837219, ""handedness"": ""left""}], ""enabled"": true, ""threshold"": 0.5, ""hands_detected"": 1}}",android,1.0.0+1,SM-A305F,,True,True,3. ปิดปาก+ปิดจมูก,BOOKqa
